time,LSTM,CNN,GRU,bilstm,cnn-bilstm,cnn-gru,cnn-gru-attention,emd-cnn-gru-attention,eemd-cnn-gru-attention,iceemdan-cnn-gru-attention,vmd-cnn-gru-attention,iceemdan-cnn-gru-attention-arima,vmd-cnn-gru-attention-arima,vmd-cnn-gru-attention-vmd-arima
2017/9/7 21:30,0.72489536,0.25960618,0.25960618,0.28769866,0.55075687,0.088003606,0.14800841,-1.5850458,-0.22962028,0.576746122,0.012289952,0.161106859,0.012289952,0.012289952
2017/9/7 21:45,0.80727118,0.39515626,0.39515626,0.42012063,0.62421554,0.17056319,0.28837532,-1.0261302,-0.020466048,0.838945013,0.37588599,0.483595936,0.37588599,0.37588599
2017/9/7 22:00,1.0157614,0.69703931,0.69703931,0.71737993,0.78665155,0.35252234,0.59856385,-0.29457855,0.24694873,0.897246197,0.660562798,0.530915835,0.660562798,0.660562798
2017/9/7 22:15,1.3095833,1.0745624,1.0745624,1.0894698,1.0208602,0.60764021,0.93878025,0.60833025,0.50732648,0.760463088,0.40358929,0.32165402,0.40358929,0.40358929
2017/9/7 22:30,1.2870477,0.90261006,0.90261006,0.92163652,0.92069811,0.47702357,0.63035816,1.5974221,0.95907152,1.625515396,0.772206128,1.495802535,0.772206128,0.772206128
2017/9/7 22:45,1.407949,1.0794952,1.0794952,1.0978857,1.0313802,0.60838836,0.76443124,2.4403052,1.8478107,3.545131009,3.284664143,3.820193426,3.284664143,3.284664143
2017/9/7 23:00,3.1249003,3.6723084,3.6723084,3.6549726,2.7626605,2.6542029,3.7473421,2.7471125,2.3649235,3.123560959,2.220521991,2.508607939,2.220521991,2.220521991
2017/9/7 23:15,3.0147777,2.7535093,2.7535093,2.75948,2.0642023,1.8147678,2.507628,1.5360746,1.7462434,2.07494503,1.330283759,1.982209777,1.330283759,1.330283759
2017/9/7 23:30,2.3905838,1.9075172,1.9075172,1.9286413,2.2577367,1.6644759,1.1815702,1.0745625,1.3351086,2.083418065,1.688383537,2.351826458,1.688383537,1.688383537
2017/9/7 23:45,2.3140993,1.9308867,1.9308867,1.9780354,1.2262378,0.95816225,1.4224442,0.97970819,0.94678026,1.938933459,1.55947929,1.525701442,1.55947929,1.55947929
2017/9/8 0:00,2.4388168,1.9164238,1.9164238,1.9803028,1.6377363,1.412714,2.3342259,1.3425245,1.208541,1.99957272,1.746856167,1.864366329,1.746856167,1.746856167
2017/9/8 0:15,2.4184358,2.4087431,2.4087431,2.4807878,2.8963656,2.3620615,2.7155499,1.3570995,1.7982794,2.409660012,2.006727947,1.923084207,2.006727947,2.006727947
2017/9/8 0:30,2.0040991,1.5894142,1.5894142,1.6608375,2.0811596,1.6436062,1.9239066,1.3969197,1.316614,2.440621409,1.873031173,2.828979841,1.873031173,1.873031173
2017/9/8 0:45,2.4669371,2.4360893,2.4360893,2.5027947,2.2733083,1.9782104,2.4050455,2.1947799,1.918133,2.86E+00,2.460364046,3.065909527,2.460364046,2.460364046
2017/9/8 1:00,3.1036754,2.9351251,2.9351251,3.0240028,2.572793,2.2469707,2.8041584,2.4319105,2.4689033,3.06005807,2.505435723,2.759861693,2.505435723,2.505435723
2017/9/8 1:15,3.082377,2.8091049,2.8091049,2.8549488,2.3829956,2.0974612,2.5135276,2.6685519,2.882123,3.744033946,3.334327227,3.773452639,3.334327227,3.334327227
2017/9/8 1:30,3.771739,4.0106401,4.0106401,4.0420403,3.4469037,3.2623286,3.7432516,4.2872744,3.8726776,4.72504419,4.331308966,4.596217274,4.331308966,4.331308966
2017/9/8 1:45,4.2318535,4.176331,4.176331,4.2236586,3.4843068,3.4225149,4.1149383,4.9683437,4.7674341,5.94108442,5.610935594,5.978877312,5.610935594,5.610935594
2017/9/8 2:00,5.4225821,5.7685385,5.7685385,5.7885051,5.500226,5.5292168,5.6154838,5.4578514,5.760601,6.81444906,6.532043466,6.822948867,6.532043466,6.532043466
2017/9/8 2:15,6.3458362,6.5656958,6.5656958,6.5974913,6.0094199,6.075048,6.2633286,5.9661746,6.0038157,6.938209888,5.883869803,6.777257725,5.883869803,5.883869803
2017/9/8 2:30,6.4484038,6.1315618,6.1315618,6.1779518,5.9074173,6.0628629,5.5955505,6.2628393,5.95187,7.29686146,7.071128857,7.888521088,7.071128857,7.071128857
2017/9/8 2:45,7.3982925,7.5522494,7.5522494,7.6105108,7.6729627,7.9051585,7.3388352,6.5090055,6.0148745,7.02611604,6.144531849,6.595363943,6.144531849,6.144531849
2017/9/8 3:00,6.8012004,6.120822,6.120822,6.2270551,5.8731642,6.1531725,6.1694598,5.6421294,5.3414636,6.790320315,6.360500844,6.934821321,6.360500844,6.360500844
2017/9/8 3:15,7.0802712,7.000504,7.000504,7.1085491,7.6187553,7.7081933,7.1024818,5.0456719,5.1223097,6.108635162,5.843666659,5.903684979,5.843666659,5.843666659
2017/9/8 3:30,6.1364498,5.5614915,5.5614915,5.7292776,5.8028507,5.8591347,5.8925657,4.2963905,4.3240747,4.96127192,5.027092977,4.786756033,5.027092977,5.027092977
2017/9/8 3:45,5.6092696,5.0296245,5.0296245,5.1962872,5.8148894,5.731328,5.4083257,4.2203674,4.0730567,4.10863781,4.261166976,4.311365991,4.261166976,4.261166976
2017/9/8 4:00,4.8824492,4.5192795,4.5192795,4.7282419,4.8913374,4.7068911,4.9565063,5.0745387,5.0345283,5.32360001,5.077224732,5.062437803,5.077224732,5.077224732
2017/9/8 4:15,5.1233692,4.7576246,4.7576246,4.9427381,5.562943,5.5808578,5.7616019,6.4067478,6.5062947,7.684653,7.244660824,8.123197894,7.244660824,7.244660824
2017/9/8 4:30,6.9371262,7.7297502,7.7297502,7.8606777,8.2677488,8.569768,8.5683088,8.968236,8.8829346,10.24340934,9.489831496,10.00704491,9.489831496,9.489831496
2017/9/8 4:45,8.9213428,9.3080673,9.3080673,9.4153585,10.046254,10.350039,9.9825974,9.8993721,9.8553715,10.9402264,10.07844875,11.09514248,10.07844875,10.07844875
2017/9/8 5:00,10.28003,10.587655,10.587655,10.65963,11.139345,11.17595,11.10885,10.187487,10.130228,10.9751843,10.09681512,11.0350868,10.09681512,10.09681512
2017/9/8 5:15,10.820573,10.371055,10.371055,10.478698,10.979055,11.172822,11.014151,9.9084835,9.8146601,10.9799519,10.27934602,11.24543492,10.27934602,10.27934602
2017/9/8 5:30,11.388613,10.936708,10.936708,11.055958,11.860954,11.997852,11.582951,9.6648855,9.6984463,10.748154,10.21349638,10.4753705,10.21349638,10.21349638
2017/9/8 5:45,11.064031,10.454857,10.454857,10.610016,11.050573,11.17475,10.745283,10.009884,9.7506437,10.70391202,10.42006069,10.51728015,10.42006069,10.42006069
2017/9/8 6:00,10.751612,10.306336,10.306336,10.483828,11.262965,11.443377,10.711673,9.9951019,9.8494463,10.58622381,10.01448505,10.26835777,10.01448505,10.01448505
2017/9/8 6:15,10.293597,9.7995644,9.7995644,10.018566,10.761438,11.022827,10.151258,10.319901,10.047626,10.83060534,10.38920285,10.90090261,10.38920285,10.38920285
2017/9/8 6:30,10.615433,10.151577,10.151577,10.400548,11.363392,11.550435,10.790829,10.908466,10.457561,11.3114466,11.07079044,11.4658742,11.07079044,11.07079044
2017/9/8 6:45,11.41934,11.191349,11.191349,11.448841,12.278999,12.573936,12.073255,11.275869,11.137595,11.53218647,10.80042663,11.39369807,10.80042663,10.80042663
2017/9/8 7:00,11.542965,10.986573,10.986573,11.233418,11.897656,12.042624,11.675064,11.428734,11.7643,12.38243812,12.16402954,12.77628228,12.16402954,12.16402954
2017/9/8 7:15,12.581345,12.545074,12.545074,12.785705,13.671838,13.908595,13.504962,12.841154,12.949142,13.54896501,12.7842177,13.40434179,12.7842177,12.7842177
2017/9/8 7:30,13.05411,12.638684,12.638684,12.886235,13.879853,14.06959,13.627482,13.999884,14.031935,15.13402461,14.2762093,15.31249895,14.2762093,14.2762093
2017/9/8 7:45,14.478024,14.51178,14.51178,14.74885,15.969048,15.977429,15.724333,15.015681,15.274709,16.41103931,15.65989567,16.37980023,15.65989567,15.65989567
2017/9/8 8:00,15.661315,15.664139,15.664139,15.940976,16.801674,17.044666,17.056973,15.62538,15.866559,16.63612697,15.45971103,16.18062816,15.45971103,15.45971103
2017/9/8 8:15,16.030802,15.474004,15.474004,15.754101,16.83898,16.589449,16.50432,15.965509,16.159681,17.13085371,15.97442271,17.45396775,15.97442271,15.97442271
2017/9/8 8:30,16.576565,16.304768,16.304768,16.632868,17.165552,17.150949,17.249876,16.977406,16.926586,18.33517139,17.50066007,18.3161251,17.50066007,17.50066007
2017/9/8 8:45,17.518425,17.213675,17.213675,17.572777,18.767828,18.68185,18.450708,17.048306,16.986702,18.06124638,17.15685475,17.8910568,17.15685475,17.15685475
2017/9/8 9:00,17.607,17.219231,17.219231,17.593079,17.786451,17.394438,17.89909,17.252979,17.224762,18.12243225,17.47591682,18.12892572,17.47591682,17.47591682
2017/9/8 9:15,17.442764,16.848543,16.848543,17.259897,17.310905,17.113712,17.546268,17.022205,17.305342,18.55711665,18.23662234,18.73639648,18.23662234,18.23662234
2017/9/8 9:30,17.729519,17.275917,17.275917,17.70764,18.326866,18.203897,18.114405,16.922701,17.231653,18.45278922,17.93383071,18.34874809,17.93383071,17.93383071
